text,keyword
"Dasar tolol,itu solat bego jangan di becandain Ngentot lu semua anjing maju sini",dasar tolol
jgn ampe temen gua yg ga modal dateng ke rumah gua ngambil pc ofc Johnny gua jing lomo gua yg johnny lu ambil polaroid wannaone lu ambil kunciran gua lu ambil ck dasar klepto lu tolol,dasar tolol
Kata nya kiamat hari ini? Goblok dasar ngadi ngadi buat lo yg buat berita nya. Tolol dongo setan.....,dasar tolol
"Dasar goblok. Hutang buat investasi pembangunan sih biasa. Kalian aja yg pura2 teriak. Tp rakyat kebanyakan udah pada cerdas, jd teriakan kalian gak digubris. Tolol !!",dasar tolol
Aq lapar.. Mana nasbung.. Pakai telur.. #Dasar orang² Tolol. Mo nasbung aja dibela belain teriak².. Jgn bawa² Allah woii.,dasar tolol
Harusnya bersyukur goblok punya orang yg cintanya tulus sama lu bukannya di sia siain dasar ga tolol ga bersyukur,dasar tolol
"Kamu terlalu baik buat aku. Dasar Tolol gua doain ga dapet yang baik"" lu jantan.",dasar tolol
Ingin dirikan negara khilafah yg di jual pki dasar tolol goblog bin dongok itulah ukah hti &amp; kaum kadrun yg ingin ganti pancasila dgn khilafah jgn mudah terprovokasi,dasar tolol
"Hahahaha dasar pekok menyamakan lencana pimpinan negara dengan emporium halu, wah Maaf ya sampai disini saja saya ga mau debat dengan orang tolol",dasar tolol
Dasar tolol pdip itu partai pemenang pemilu pdip itu setia akan pancasila jgn bkin fitnah pki,dasar tolol
"Bilang aja ""selain dapet ilmu aku kuliah juga biar aku gak punya kelakuan kayak kakak, gampang banget bilang orang tolol. Itu contoh dasar dari orang pendidikannya kurang. kalo kakak iri bilang dong bos. sini gelut!"" nb: aku paling benci kalo ada orang ngatain orang lain tolol",dasar tolol
wooiii tolol...hukum berdasarkan bukti dan saksi itu bisa berjalan ktk penegakan hukum berjalan adil... la skrng penegakan hukum kek dagelan aja apa jg harus dpecaya...dasar babik gak jelas lu,dasar tolol
Selamat ulang tahun Bpk Presidenku @jokowi Salut atas kepemimpinan dan kesabaran anda menghadapi para KADRUN yang menghujat dan memfitnah padahal gak tau apa apa(Tolol bin Taqlid)dan menghadapi para KADRUN yang mengkritik tanpa solusi atas dasar kebencian #HBDJokowi #HBD59Jokowi,dasar tolol
"jelas"" suara sama video beda,dasar tolol",dasar tolol
emang dasar wanita tolol,dasar tolol
"ini apa tolol, dasar nak igeh ",dasar tolol
"Megatron ngusir diri sendiri brarti haha dasar mak"" Tolol",dasar tolol
"tolol....kl gw udah kaya dari sononya..warisan gw banyak...kalaupun negara ini ancur krn dipimpin orng guoblok, gak akn pengaruh buat gw ..horaang kayaah gitu..tp g mn rakyat kbnykan...dasar babik tolol ente..udah susah tp sok ngerasa kaya...makan tu taek",dasar tolol
enak banget pagi pagi gue udah ngomel emang dasar gmm tolol,dasar tolol
Dasar tolol,dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
Segitu banyak ibadah sunnah..kenapa yg diagungkan cuman poligami..dasar otak dobol..nafsunya bobol.. pikiran isinya sekitar an bool ..emang dodol kelakuan tolol.,dasar tolol
Dasar tolol,dasar tolol
“lu aneh dah masa ga pernah marah” “dasar cewek tolol” (dalem hati) ,dasar tolol
Tolol emang dasar si totod,dasar tolol
"Baca SEJARAH dan PAHAMI baik2, Trisila dan Ekas Sila UDAH KELAR, dan PANCASILA Sudah FINAL sbg DASAR NEGARA, jadi dah Kaga Perlu DIBAHAS lagi TOLOL !!! Sumber Hukum JANGAN Kalian Hukum Kecuali kalian mau MAKAR atas Negara Republik Indonesia !!! @mohmahfudmd",dasar tolol
Dasar IQ Jongkok. Mana ada org punya rumah sengaja bergadang biar 100 jutanya dibayar o/operational manager goblok. Ngomong: mau anter gw pulang n pakai jaket Gojek segala. Mana ada org yg mau terima ajakan modus. Dasar tolol permanen. #hardrockcafejakarta #promotion #myarticle,dasar tolol
"⠀⠀ Dasar orang-orang tolol,” Azuma merujuk kepada banyak aktor. Terutama para wartawan dan Kanna. ⠀⠀ “Oh. Ada yang menekan bel,” kata Nao lalu berlari. ⠀⠀ Ketika matanya melihat sosok pada panel, dia tersenyum lebar. ⠀⠀ Dan pekikan riang ⠀⠀",dasar tolol
mau lupa tapi kalo ada apa” selalu kepo ? yaa gabisa laa tolol dasar,dasar tolol
"Hargai orang lain dulu klo dirinya mau dihargai yang lain.. Dasar tua2 gblk.. Mabok mulu dipentingin, urusin tuh anak istri.. Tolol..",dasar tolol
"Banyak, gak bisa disebutin satu satu. Sampe mikir kok w dikelilingin temen2 yg baik tapi masih aja suka ngeluh, dasar tolol :(( ",dasar tolol
"Kamu terlalu baik buat aku,jadi aku malah bisa seenaknya. Yaelahh gblok di kasih yang baik malah gini,di kasih yang tolol baru mauu,dasar manusia!",dasar tolol
"nih gue udah berusaha paling maksimal, tahan tahan jadi org paling baik, nahan nahan nunggu. tapi di jatohin di rusak di buang gitu aja cuma karna pikiran org yg lo ekspetasiin. Emang dasar aku tolol. Ngarepin orang yg otaknya rusak.",dasar tolol
"caper lu tolol. udah tau lapak waanjai, masih aja bahas masa lalu. dasar galon",dasar tolol
Yesus2 anjing negro miskin cuih..sini lo carok ma w ampe mati dasar yesus sampah cuih..ga seneng lacak akun w boy hokage ga mundur sdkt pun ea ga lari w yesus miskin cuih..sini acak2 fam w dund polisi miskin anjing cuih..yesus tolol cuih..,dasar tolol
"Kalo komunitas orang Indonesia di luar negeri bikin beginian pasti udah digoblok-goblokin nih. Dasar expatriat tolol, gak punya otak ! Nggak selamanya western itu cerdas, yang goblok banyak banget. ",dasar tolol
pengen aku bisikin dasar tolol ,dasar tolol
gue kasih video taylor nyanyi dbm live. dasar kuping u. btw perasaan taylor jrg ngedance. lu kira taylor member akb48 ha? tolol dipelihara. ,dasar tolol
"dasar lol alias tolol, dr awal gue liatin malah makin menjadi2. ogah dah jauh2 lo",dasar tolol
pernyataan orang tolol..dasar babik lo,dasar tolol
"Alah, emang dasar lo tolol",dasar tolol
udah tolol maksa lagi dasar aq:(,dasar tolol
hi trenita. ayo baca ini pertama kita kenalan kapan ya? gatau lupa huhu. gue ingetnya pas lo unboxing album dasar tolol unboxing album aja bikin orang marah tapi gegara itu gue jadi tambah deket sama lo? ,dasar tolol
"Haha tolol. Ngarep bgt sih. Ga bakal lah dibawain apa yg kamu mau, toh kamu siapa? Bukan siapa-siapa, nggak penting dasar tolol. ",dasar tolol
Dasar TOGOG (TOLOL DAN GOBLOG) Ente tau ga siapa penemu ilmu algoritma.. Siapa penemu Aljabar yg induk dari semua tehnologi..? TOGOG kok UNLIMITED..!,dasar tolol
Gus @AgusYudhoyono gw boleh gak klo bilang lo tuh tolol? Dasar lo bilang gak boleh itu apa???dr jaman bokap lo gembar gembor bgun smelter ampe 2 periode gak kesampaian trus dilanjut pak @jokowi dan sukses malah lo gegayaan tolak TKA yg bngun smlter ,dasar tolol
dasar bucin TOLOL akhirnya gausah buang vapenya juga kan?? literally gopeceng down the fucking drain tai.,dasar tolol
Emng dasar loe semua itu tolol,dasar tolol
"Dasar tolol. Periksa dl otakmu, dsni yg debat sesama muslim,gak usah bwa2 agama lain,itu intinya. Gua sih pgn blg elu pinter tp takut dosa. Gak usah maksain diri,kalo udh salah ya minggir aja.",dasar tolol
Dasar orang2 TOLOL ,dasar tolol
"Dasar tolol,kalah argumen melebar kemana2. Cari aja pembenaran atas kencing onta yg kau banggakan,jgn senggol2 agama lain. Cm modal scrennshoot aja sok hebat lu ngehina agama lain.",dasar tolol
lah si tolol nge spam lulz. pake emot2 ketawa pula dasar alay,dasar tolol
Tautuh. Dasar tolol... Bagi2 makanya...,dasar tolol
ya kann tolol bgt gabisa mikir apa dasar anak jaman jigeum emg ,dasar tolol
"ortu: km pokonya harus jd sarjana keluarga besar: cita cita km hrs yg hebat temen: cengeng bgt lu dasar tolol tetangga: badannya dirawat dikit bts: love yourself, and “It’s all right to not have a dream, if you have moments where you feel happiness for a while.” — BTS 'Paradise'",dasar tolol
"Faedahnya apa anjing bikin vidio kya gitu, dasar bocah tolol",dasar tolol
Udah tolol sok ngoreksi lagi. Dasar,dasar tolol
Wkwkwk... Udah tolol pamer pulak dasar ,dasar tolol
"Dasar luenya aja yang tolol, PKI tuh untuk sementara ini gak punya markas tolol. Kalo PKI berani unjuk gigi dan punya markas, sudah pasti dilibas TNI donk. Emangnya lue gak tau ada orang yang masih bangga jadi anak PKI bong? #AntiKOM #sikatPKI",dasar tolol
"Emang dasar si clay tolol, bikin ulah mulu ah kezel",dasar tolol
emg kita smart ye dasar tolol,dasar tolol
"Dih goblok gak nyambung. Nutupin apanya? Jaehyun sama Jeno sama2 bilang alergi. Terus yg lu maksud tutupin itu apa, bisanya balesin reply yg gak penting. Dimintain bukti sama sekali gak dibales, dasar tolol.",dasar tolol
Kampret TIAP HATI TELKOMSEL ISINYA BOARDCAST PROMO DOANG... hoi sy isi pulsa pake duit bukan di kasih gratis telkomsel...jd tolong hargai privasi orang . dasar pegawainya tolol,dasar tolol
Dasar bau lo fitnah itu jatuhnya tolol deh ngarang,dasar tolol
"Cepu in aja ke dosen, share di grup kelas biar kalok ada tugas kelompok pada nggak mau sama dia, suruh di makan sana duitnya emang punya duit terus bisa seenak jidat apa duit orang tuanya kok di sombong sombong in dasar, temen lu tolol banget",dasar tolol
Kamunya fast respon tapi dianya slow respon dan kamu masih berharap? Dasar tolol :(,dasar tolol
"Kok mau ya mereka2 dijadikan budak oleh rizieq diperas juga diperalat lagi, dasar goblok, tolol, juga dungu",dasar tolol
Gua bilang ke temen “cinta iluminati” malah dia bales ihhh amit2 kamu kaum bumi datar ya. Dasar bego! Tolol lu,dasar tolol
Hahahha kadrun yaa begini neh... ndak baca judul dan nggak ngerti.... wooi drun tau nggak bedanya kadal gurun sama orang yg di gurun... Orang gurun bukan selalu kadal gurun kayak elooo wkwkwkwk dasar kadrun luuuu... tolol koq dipelihara.... kucing tuh yg harus dipelihara hahahha,dasar tolol
Emang dasar india tolol wkwkwk ,dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
Dasar TOLOL!! Kenalan tatap benget eh aing dblok...dasar goblog! Sia pikir sia paling sempurna?? Hente goblog!! Sampah!!!,dasar tolol
"Marah banget bacanya, lo kalo mau marah ya marahin sistem ppdb nya bukan malah ngejelekin-jelekin orang, dasar bolol lo bocil tolol",dasar tolol
"emang dasar akunya yg tolol, dahlah.",dasar tolol
"/stiker sadar diri dong, dasar tolol",dasar tolol
"Suer, mending serang aja. Mereka yg gasuka tuh cuma golongan otak kosong yg ikut ikutan doang benci Korea koreaan. Ngga ada dasar. Kl udh skak juga kembali ke template plastik, gay, etc. Tp pas diminta source validnya ngga bisa. Tolol gitu enak bgt diserang loh kwkwkwk",dasar tolol
"Udah nyolong foto, bisa2 nya ngatain org tolol. Emang dasar",dasar tolol
https://twitter.com/eko_kuntadhi/status/1273890427460915200?s=19 Yg PKI itu adlah loe sdr yah.. Tkg ngadu domba..Ava jg ga berani pake pic aseli..Otak kurang se-ons! Kudettt.. Tolol apa begok akut loe sampe ga tau bhwa RUU HIP ini kan idenya DPR.. Dan bhkan sudah di setujui oleh Fraksi PKS &amp; Gerindra Dasar bodoo!!,dasar tolol
"Wkwk manusia pea kaya lu mana ada yg percaya omongannya, ulama aja Lo hina dasar tolol lu ",dasar tolol
"Udah bucin, tolol lagi Dasar aku""(",dasar tolol
Lailahaillawllah dasar buzzer goblok! Emang loe2 itu pe'a! Gue bukan nangis goblok tp cuman ngasih tahu tolol! Dasar buzzer geblek,dasar tolol
"Byk org ngeluh knp new normal padahal kasus corona masih banyak .. Trus org yg sama ngeluh ekonomi lg susah.. Memang dasar pada tolol, new normal tujuan nya supaya ekonomi bisa jalan. Keadaan memang blum aman. ntar giliran org pada mati kelaparan emang elu mau tanggung jawab?",dasar tolol
Dasar tolol,dasar tolol
"Ada org setolol ini. Katanya di tahun 2020, Indonesia yg akar politik Islamnya kuat harus nerima klo ada gay yg jadi pemimpin. Itu katanya sbg bentuk modernitas. dasar tolol ",dasar tolol
Lah tolol dasar game nya aja bunuh bunuhan gausa main pabji sekalian bunuh orang dosa wkwkwkw,dasar tolol
"ritmenya berantakan, dasar tolol",dasar tolol
"Lu tolol.. otak dipake mikir bukan buat aksesoris pala aja Kadal walaupun hidup di gurun dia jago berenang, lu sekolah kaga dasar minyak jelantah..",dasar tolol
"Ngetweet tentang BCA selalu habis itu di DM PENIPU2 TOLOL macam @halobca58052525 sama @HaloBCA55712036, dasar Penipu!! Sampah Masyarakat. MATI AJA LU, GAK GUNA HIDUP!",dasar tolol
TOLOL BGT ANJG UDH TAU BUKAN YOHAN ITU DASAR ANAK IGE GOBLOG,dasar tolol
"upgrade otak lu jgn cuma itu doang isi kepala, dasar tolol!!!",dasar tolol
"nder, tolong dong drop apapun tentang dia. kalo perlu gua tonjok, emang kurangajar orang kaya gitu. bikin emosi aja, eh tolol, kalo lu baca ini ya, duit lu gaada apa apanya, dasar miskin akhlak si anjing.",dasar tolol
dasar tolol,dasar tolol
"Klo lu bukan muslim gw paham n maklum tp kalo lu muslim berhenti keluar aja dr Islam, gak usah shalat lagi, gak usah baca Al-Qur’an ataupun hadist juga...itu semua arab, dasar tolol",dasar tolol
"Si tolol kalo lg down aing semangatin, pas aing lg asyik bercanda malah dibikin down, Dasar anjing wkwkwk",dasar tolol
"Dasar Bochin Chebong Tolol, otaknya yg satu isinya cuma lenak babi aja yg satunya isi lumpur.",dasar tolol
Hadeeh tolol kok dipelihara... Ini kader2 nya sendiri dah ngaku pro komunis banyak jejak digitalnya masih aja gak mau ngaku. Dasar Tolol kau pelihara #pdipsarangKomunis https://twitter.com/Rislamie_11/status/1274017670803922944,dasar tolol
Kimmy support hahahaha lucu la public...aku troll last2 duit aku paling banyak dasar bocah tolol,dasar tolol
ya lo pikir aja ih dasar tolol,dasar tolol
Revive astu tak habis lagi dah lari dasar tolol,dasar tolol
"Kalau lu benci Ama gamenya karena spoilernya bertebaran..ya bukan berarti salah gamenya,itu cuma oknum yang tidak bertanggung jawab yang nyebarin spoilernya.Kalau tidak mau kena spoiler yang jangan ditonton Bambang,mending lu nonton Telletubies lebih aman Dasar bocah tolol ",dasar tolol
emang dasar ke4nu goblok. gue suka sih dia kl ngelawak. tp becandaan soal yg nyontek dan jadi direktur itu GALUCU. org curang kok di glorifikasi. dasar tolol. keliatan emg org yg berpendidikan sm engga.,dasar tolol
Dasar tolooooooolll. Gue ga pernah ya ngomong tolol. udh benci pake bgt ini. ,dasar tolol
"RACHEL LAH NDER GILA KAPAL TITANIC FIX BANGET DARI AWAL TAPI TETEP AJA DINAIKIN, DASAR FAREL TOLOL.",dasar tolol
Dasar Buzzer tolol,dasar tolol
Anjing gila udh 2 tahun masih aja dasar oci tolol. Udah diblock juga sama orangnya napa msh begini tololllllllllllllll lawak lo badut ,dasar tolol
Gara-gara fans tolol jadi kotor kan dasar mput,dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
Dasar tolol,dasar tolol
"pantesan, file size nya 50 MB dasar fizi tolol",dasar tolol
yee dasar burik lo tolol,dasar tolol
DASAR CEBONG TOLOL LU,dasar tolol
mau gua romantisin dasar tolol,dasar tolol
dasar anak tolol ,dasar tolol
dasar tolol wkwkw,dasar tolol
Dasar tolol,dasar tolol
Dasar tolol,dasar tolol
Tolol..loe yg ngomong pemimpin baru..lagian dalam PT disamping batas ambang partai..juga batas ambang pengusungan calon presiden nya berapa %minimalnya...kau sok tau tapi tolol mu ngk ketulungan..dasar kadrun yg sok tau...paham ngk loe lol,dasar tolol
"dasar tolol. jgn mau pertahanin sm org begitu nder keliatan bgt ga ikhlasnya najis cepet sembuh yakk, smg Allah angkat penyakitnya ",dasar tolol
"Tuh, itu jargon2 orang komunis tuh, 'dibutakan agama', 'agama itu candu' dll. EH BABI, GW GA PEDULI LU ORANG MEDAN ATAU BUKAN, YG PASTI UST TENGKU ITU JELAS2 PENGURUS MUI PUSAT. LU PIKIR BISA JADI PENGURUS MUI KL ILMU AGAMANYA RENDAH??? dasar komunis tolol lu...",dasar tolol
Tolol anjing pacarnya dasar bangsat ,dasar tolol
"Pacar lu aja nder yg d suruh mati, gaguna bgt jdi pacar, bukannya semangatin malah bikin sakit ati dasar tolol",dasar tolol
Dasar tolol,dasar tolol
Dasar tolol lu,dasar tolol
Tolol dasar penganut patriarki!!!!!!!!!,dasar tolol
dasar tolol ,dasar tolol
"Dasar tolol, jelas2 gw mereplay akun @BMarheindra",dasar tolol
ayak: YA LO JANGAN GENERALISASI LAH KAYAK FANDOM LO BENER AJA DASAR BLONK yin: [ngelempar tisu] LO TUH [masih ngelempar tisu] KENAPA SIH LO AMI BAU KENAPA LO CEWEK GUE ayak: [ngelempar hvs dibejek bejek] YA LO KENAPA NEMBAK GUE TOLOL,dasar tolol
Dasar tolol. Nggak tau sopan santun sama sekali. Nggak Pernah diajari apa sama orang tuamu.,dasar tolol
"Dia terkenal dari kecil karna suara nya yg bagus yaa, dia bisa main piano, akting, dance, ngerap juga bisa. Emng situ yg cuma bisa komentarin orng tanpa tau fakta aslinya, dasar tolol",dasar tolol
"cuk gw inget pernah ikutan aktivasi otak tengah, bayar 3jt wkt kelas 4 sd, sampe sekarang ga kerasa pengaruh apa2 bjir dasar pseudosains ah tolol bet gw https://www.aktivasiotak.com/gmc_aktivasi_otak_tengah.htm",dasar tolol
Sekolah dulu yg bener baru ngomong .... Dasar IQ Tolol (Tololnya pakai banget).,dasar tolol
owh jdi diam2 HTI adl PKI yg pura2 nasionalis owalah dasar bomber tolol,dasar tolol
"Udah tolol, goblok lagi ! Dasar anjirng",dasar tolol
YG x leh babi lagi ke tolol dasar kapitalis,dasar tolol
cowo kaya gini nih biasanya otaknya di titiw. Dasar tolol sampah! ,dasar tolol
"Perkara sarapan coco crunch susu aja masij dijulid-in ""Sarapan itu nasgor, lontonggg dong. Gimana mau berisi badanya kalau sarapanya begituan"". Yaeelaahhhh ribet amat sihh. Orang2 polapikir begini yang gabisa diajak diskusi dasar tolol ",dasar tolol
"Kamu masih saja mencintainya , Dia menganggapmu bukan apa-apa dan bukan siapa-siapa. Dasar tolol",dasar tolol
dasar lo aja yg tolol gabisa bedain muka,dasar tolol
Ya Anda memperjelas contoh Hoax yg sebenarnya hahaha dasar Tolol !,dasar tolol
dasar tolol. lo sendiri yg minta disaltyin. biaya hidup di ibu kota lo samain sama di desa lo? pulang deh sana. gajelas argumen lo gak ada dasarnya.,dasar tolol
Dasar pledut tolol ,dasar tolol
"PKI itu ndasmu yg halusinasi,Komunis itu di negri asalnya saja Sdh nggak populer dan cenderung beralih ke kapitalis dasar goblog lu.PKI itu hanya jargon orba menghancurkan lawan tolol. Justru kelakuan HTI yg akan hancurkan dunia",dasar tolol
"Bukan berhenti berjuang kok, cuma Berhenti tolol aja.",dasar tolol
"mau tidur nangis, bangun tidur nangis. dasar tolol",dasar tolol
Dih apaan si ?! Dasar manusia tolol ! : ,dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
G usah sok lu tong tolol. Dasar ga tau sukur. Ntr dapet ipk di bawah 3 baru mampossss lu.,dasar tolol
Lo gaakan bisa harapin apapun dari org. Pacar elu sekalipun. Dasar cewek bodoh.. Fight lah untuk diri lu sendiri . Bukan berharap di Justin orglain . Tolol,dasar tolol
dasar lora tolol ,dasar tolol
"""cuih dasar anak sok edgy tolol"" ",dasar tolol
haah aku punya tkleh gak dasar ip tolol ,dasar tolol
Dasar cewek tolol ,dasar tolol
"malem jum'at itu ga harus ngentot tolol, tu baca surat al kahfi, dasar otak ngentot mulu bawaan nya",dasar tolol
Akhirnya terbongkarlah sdh penyamaran si areif PKI ini.. gara2 ceroboh buat statement. Dasar org tolol pngn jd spion... ,dasar tolol
percobaan bikin roti bakar hari ini gagal karena ga gue kasih mentega dasar tolol,dasar tolol
Dasar tolol anjg,dasar tolol
dasar pengacara tolol,dasar tolol
Niiiih tua bangke jelek dan tolol satu inj apa siih kpntngannya buat negaraaa...!! Wooooy RAMLIIIII..!! Lo tuh mahluk bangsat pecatan...apa yg lo bisa buat negara ini haaah..!! Bangsat sprti ini hrusnya pake rotan itulah ngadepinnya..!! Tua bangkai tak tau dri lo dasar..!!,dasar tolol
"Kenyang bego, laper tolol, ngantuk pusing. Emang ga pernah bersyukur, dasar manusia ",dasar tolol
dasar km tolol,dasar tolol
dan terjadi lagiii.... dasar bocah tolol gak belajar dari pengalaman,dasar tolol
dasar kezia tolol,dasar tolol
Ga gini tolol wkwk emang dasar otak sangean aja yg begitu,dasar tolol
"apasii lu share malah pada kepo tolol, dasar tik tod",dasar tolol
Dasar tolol. ,dasar tolol
Dua tiga tutup botol Dasar tolol,dasar tolol
"Itu intinya elu tolol goblok, kalo elu pintar IPK elu gak akan 3.8, dasar goblok anjeng tolol bangsat mati aja lu",dasar tolol
opini yg tolol tapi saya suka dengan ketololanmu karena saya jadi bisa ngetik tolol dasar lu tolol ,dasar tolol
"bener bener sighhhhhh yang panjang, tugas sekolah gue banyak banget dasar procrastinator tolol",dasar tolol
Dasar tolol macam takde adab minta tolong cakaplah baik baik,dasar tolol
hak gue kenapa lo yang ribet? dasar anak rp tolol ,dasar tolol
"Sumpah bego banget soal cinta, stop anjing gausah diterusin, aelah dasar gue tolol",dasar tolol
"""awad"" tolol ngetik benerin dlu dasar begoooo",dasar tolol
Berterima kasih atas dasar apa? Atas dasar penghinaan kalian selama ini? Haus pengakuan ini kaum tolol,dasar tolol
"sosoan ngemis minta maaf, bacotnya gada adab. DASAR TOLOL!!",dasar tolol
Kok kamu udh tuek TOLOL yaaaa dasar kacung!!,dasar tolol
"Jangan kau baca. Dasar egois sudah dibilang jangan dibaca malah dibaca sampe tuntas. Tolol Udah jangan dilanjutin bacanya,dasar goblok, masih aja dibaca! Serah ah.",dasar tolol
Dasar dia aja yg tolol,dasar tolol
dasar tolol,dasar tolol
"dasar manusia, sok-sokan speak up malahan jadi keliatan tolol. untung ak itu kendi",dasar tolol
Seperti ini yaaaa......Dasar Tolol loooo....!!! ,dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
Dasar legend *a*a tolol anak pelacur,dasar tolol
Dasar gamers tolol @nerilyn__,dasar tolol
cuih dasar anak indie tolol,dasar tolol
Dasar tolol ip ni,dasar tolol
Mana bisa tiap apdet status ngejelikin mantan suaminua bhakakakak tolol bingit yg nikah muda tanda dasar pengetahuan matang maklum aja rang kampung wkwk,dasar tolol
dia bakal ss terus kayak “hmmm dasar tolol”,dasar tolol
"Tuhan yg punya Kuasa aj gak pernh memaksa umatNya utk memeluk suatu agama apa pun. Lah ini sekelompk org yg merasa paling benr dan palng suci, merasa paling berhak menentukn org lain dlm beriman kpd Tuhan. Mereka pikir, hnya dgn agamanya itu org bisa mask surga...dasar org2 tolol ",dasar tolol
Hadehhhhhh dasar tolol sorry galevel gue anak ui ngomong sama bocah kyk lo ,dasar tolol
"egois lu tolol, ada member yang di mistreat noh, dasar fake",dasar tolol
Cih najis mentang-mentang gue gak nge fandom lagi lu balik lagi ke fanacc lo. Tolol. Gak suka apa ya gue ngefandom sampe lu gak sentuh tuh akun lo. Sekarang baru lo sentuh setelah gue ngefandom fandom baru. Dasar,dasar tolol
Ak gada duid tpi scroll slogan base dasar tolol,dasar tolol
Iya bego emang hahaha masa cuma dapet 3.8 padahal biasanya 4 Dasar tolol mending berenti aja kuliah terlalu goblok lu ndr,dasar tolol
dasar aku tolol,dasar tolol
"Baca tulisan lo sendiri, mau udh disandera kek apa kek intinya teroris pake pisau juga kan bukan cuma bom. Lo bilang ""sejak kapan teroris pake pisau pake bom"". Udah goblok ngatain org tolol, otak lo benerin dulu, teroris kok dibela dasar kadrun bangsat pembela teroris ",dasar tolol
Mantan anggota kpk ? dasar dungu tolol..orang masih aktif dibilang mantan...,dasar tolol
"Emang skor akhirnya berapa, sampe harus penalty? Dasar tolol!!",dasar tolol
"Orng tuh nenangin bukan ngejatohin atau nyalahin,emng dasar tolol otak otakan si otak lo!",dasar tolol
"Buat Anak SMA, ""Kalo masih naik motor matic,kenalpot bobokan,spion dikebawahin,baju digulung kaga usah tengil kalo naik motor tolol !!, belom aja lo ketemu anak STM yang lagi emosi,bawa br,motor RX-King kalo kaga dibandain lu ditengah jalan"" Dasar jamet. #jakartakeras #sma #stm",dasar tolol
"makanya kalo toksik perbaiki diri dulu, bukan pacaran. dasar aku tolol",dasar tolol
DASAR TOLOL!,dasar tolol
dasar tolol,dasar tolol
"sering bgt ngeluh sm masalah sendiri trs pas tmn2 crita masalahnya ke gue, gue lgsg kek jleg ulina tolol masalah lu kecil bgt dibandingin sm org dasar lemah lo ah bego gini doang jg",dasar tolol
"Nah lu yang tolol, dah tau 0 di liladenin ingus babi dasar ",dasar tolol
Dasar emang cebong tu tolol... Cebong bawa golok... Wkwkwk,dasar tolol
"Aku itu baik, tapi jangan baik baik bego! Di manfaatin kok terus, dasar tolol. Aku.",dasar tolol
"aku tuh orangnya lucu, nyuruh peka padahal aku gapernah kode2 dasar tolol",dasar tolol
"Ku kira pola pikirku udah cukup dewasa ya dalam menyikapi suatu hal. Ternyata engga, masih aja panikan atau terlalu pake hati. Akhirnya ya cuma mewek, dasar cengeng. Masalah bukan jadi cepet beres malah makin lama, jd siapa yg tolol? Iya saya",dasar tolol
"Dasar tolol! Gue ga nyebut nama lho ya, jgn geer. ",dasar tolol
"orang tolol kalo ngomong ya sama dgn kaun2 lain yg reolay babeh, tweetnya sama diajak debat eh semua otaknya kopong ""dAsAr k0MuniS, bisAnyA cM nGadu Domba"" pdhal dy yg bacot #RezimTipuManipulasi",dasar tolol
Heh monyet tolol !!! Lo pendukung org tolol kah?? Lo baca nehh tolol !!! IND itu India... Dasar anjing peking goblog !!!! ,dasar tolol
TOLOL.... Dasar anjing si Hendro....,dasar tolol
TOLOL DIA YANG BRENGSEQ... TERUS DIA BILANG DIA BUTUH WAKTU UNTUK MILIH??? LELAKI KENTOT DASAR,dasar tolol
"Woy, pancasila itu dasar, ibarat rumah ia pundasinya. Mau elu letakkan dimana ormas itu kalau tdk berbasis pancasila, tolol?",dasar tolol
"Korupsi gak harus yang berbau politik, dasar tolol",dasar tolol
Wkwkw tolol tukang ganti berita. Ngimpi lu khilafah bisa ganti Pancasila. Dasar neo komunis! ,dasar tolol
Pengen bilang goblok tapi kasar. Dasar tolol.,dasar tolol
DAH TOLOL LU PELIHARA BONG ... BONG..... PAKE MAKSA LAGI. DASAR CEBONG HINA ....,dasar tolol
"dasar haters tolol, bikin cape aja lu ",dasar tolol
Dasar makhluk Tolol pemakan Kontol &gt;&gt;&gt; MekelSungg bruakakakakakakak :v,dasar tolol
"Pada tolol tuh warga,,,,,sama korupsi pada diem vangke dasar ",dasar tolol
mau kelon masih bingung nyari tempat ini antara 22 nya tolol atau dasar nya pura pura,dasar tolol
Lah elu apa? Disuru makan babi mau mau aja. Dasar BUTOL [[bucin tolol]] ,dasar tolol
Msh tolol aja lu. Dasar dongok,dasar tolol
banyakin ngaca banyakin introveksi diri banyakin sadar diri disuruh banyakin yang baik baik malah overthinking.... dasar tolol kalian,dasar tolol
"Kalo beragama cuma ngambil status untuk apa, cuma gaya-gayaan ya lo kira itu brand, bahkan lebih parah lagi dijadikan argumen tolol oleh pemuka spiritual gitu dasar munafik",dasar tolol
dasar tolol,dasar tolol
Dasar pemikir Mau ngapa2in mikir sampe waktunya kebuang sia2 Kejar tolol bukanya ngikutin kate tukang parkir,dasar tolol
